"X","score","rate","rate_bin"
1,-2,0.617799484041542,0
2,-2,1.01287750040311,0
3,-2,2.27281628897287,0
4,-2,0.675407013991696,0
5,-2,1.80256461308744,0
6,-2,-0.083447672980804,0
7,-2,1.80034208435396,0
8,-2,2.16133908893254,0
9,-2,-0.981334114309453,0
10,-2,1.02091123299901,0
11,-2,1.26511421775231,0
12,-2,1.27054724726589,0
13,-2,1.32548135291757,0
14,-2,0.383767218077436,0
15,-2,1.06415932975978,0
16,-2,-0.530618642356122,0
17,-2,3.16410928299177,0
18,-2,0.690325398651661,0
19,-2,1.10042478701273,0
20,-2,-0.486378210168227,0
21,-2,0.885140206943287,0
22,-2,0.725598992097272,0
23,-2,1.33930515201226,0
24,-2,0.290726507235749,0
25,-2,0.853782173982214,0
26,-2,0.421757846861341,0
27,-2,3.51650119335793,0
28,-2,2.07806723060772,0
29,-2,1.92450817364537,0
30,-2,1.27678181164912,0
31,-2,0.316043552350237,0
32,-2,1.76493841530727,0
33,-2,0.759604441080393,0
34,-2,-0.982494076767929,0
35,-2,0.855129456982814,0
36,-2,3.60040004624225,0
37,-2,1.75490556326703,0
38,-2,2.61798689157725,0
39,-2,1.61427615862673,0
40,-2,3.38639459206026,0
41,-2,0.309338326884704,0
42,-1,-0.413642354304133,0
43,-1,2.52846914813369,0
44,-1,1.82108331575088,0
45,-1,1.94459546000131,0
46,-1,2.23008838919124,0
47,-1,2.03313156218241,0
48,-1,1.2088942813988,0
49,-1,2.22890971201189,0
50,0,5.22271897565814,0
51,0,6.15596815595848,0
52,0,4.03042048382629,0
53,0,6.94779142782494,0
54,0,3.33909868180042,0
55,0,3.43608343187687,0
56,0,3.51591035275792,0
57,0,2.47938268893455,0
58,0,5.7764389510505,0
59,0,4.06026428272992,0
60,0,4.71216913037088,0
61,0,2.26192344562328,0
62,0,1.71048877655656,0
63,0,1.00079765859875,0
64,0,2.05199313636454,0
65,0,7.5881445330605,0
66,0,4.12252269913435,0
67,0,6.09636528655676,0
68,0,0.488734658296692,0
69,0,5.44371783191754,0
70,0,3.88605161384373,0
71,0,0.165774376404934,0
72,0,4.2286590132978,0
73,0,1.42884915874872,0
74,0,3.60771590590656,0
75,0,5.7425603885689,0
76,0,0.922306457773307,0
77,0,2.82471680939553,0
78,0,5.63966940803467,0
79,0,-0.216149489360765,0
80,0,3.98190462758108,0
81,0,4.97559360016508,0
82,0,-0.860067640040561,0
83,0,0.5236366149376,0
84,0,3.05047861955666,0
85,0,5.55224686647028,0
86,0,2.43630661085896,0
87,0,1.46218847650638,0
88,0,2.48130942418291,0
89,0,2.87377225717741,0
90,0,3.66289162202917,0
91,0,2.50131526739441,0
92,0,2.38364192645553,0
93,0,1.91152265161661,0
94,0,0.324107800772066,0
95,0,6.29156668219721,0
96,0,7.66009660904045,0
97,0,4.45985719942779,0
98,0,1.4489382281448,0
99,0,1.70981831327264,0
100,0,0.170702567490537,0
101,0,2.58189826863646,0
102,0,2.97362307178724,0
103,0,2.26026050890995,0
104,0,4.2004247555282,0
105,0,2.65294170864228,0
106,0,9.17777310916203,0
107,0,7.30569190912087,0
108,0,2.38577776227745,0
109,0,4.21119527564606,0
110,0,3.73749701952321,0
111,0,3.87644157634674,0
112,0,3.06745237681896,0
113,0,1.31197461076652,0
114,0,4.14714246697783,0
115,0,4.42709330042974,0
116,0,2.72510134078432,0
117,0,2.0020921445746,0
118,0,1.72571544454327,0
119,0,6.21909915527755,0
120,0,2.05019264652146,0
121,0,3.72236803923949,0
122,0,3.70407068564717,0
123,0,5.83578857470348,0
124,0,4.6429924505336,0
125,0,4.17966336986581,0
126,0,3.25020684037234,0
127,0,5.50980757253996,0
128,0,2.06067375139287,0
129,0,5.35468544654356,0
130,0,-0.598222248031437,0
131,0,2.53393299164347,0
132,0,3.20655126897017,0
133,0,4.54121428288267,0
134,0,5.5370802443322,0
135,0,4.65339695674922,0
136,0,3.12020072892253,0
137,0,3.23578916424807,1
138,0,2.24478432895722,0
139,1,4.45550313717927,0
140,1,5.32287472335684,0
141,1,4.96602047420327,0
142,1,3.9673946930977,0
143,1,5.05290123203951,0
144,1,5.60594454703675,0
145,1,7.05843283483033,1
146,1,5.5311978795566,0
147,1,4.33968219238563,0
148,1,4.52175611919184,0
149,1,2.23805564980738,0
150,1,4.02981131857429,0
151,1,7.14888403001315,0
152,1,6.09117325556226,0
153,1,5.7555764985447,0
154,1,7.18387204064544,0
155,1,6.77819651296532,0
156,1,6.10817713625282,0
157,1,3.70837065368628,0
158,1,3.38008581789108,0
159,1,6.10007454661488,0
160,1,3.21543911081997,0
161,1,6.48261349044546,0
162,1,3.13716981944932,0
163,1,5.34513098221655,0
164,1,5.51985172803243,0
165,1,7.6088232533459,0
166,1,3.62478385493094,0
167,1,5.56585194697716,0
168,1,4.36402009346871,0
169,1,3.97197359420827,0
170,1,6.16144021644049,0
171,1,6.87203346717227,0
172,1,6.73638802925804,0
173,1,5.93117865752875,0
