"","score","rate","rate_bin"
"1",-2,1.51396250218488,0
"2",-2,1.77965813457087,0
"3",-2,1.38782870497374,0
"4",-2,1.74385850749478,0
"5",-2,0.937162079480826,0
"6",-2,1.42267402952487,0
"7",-2,0.436154811855156,0
"8",-2,1.78962426669237,0
"9",-2,0.935883087453338,0
"10",-2,0.00575799331807691,0
"11",-2,0.55423095457138,0
"12",-2,2.22155036200565,0
"13",-2,2.05005435040126,0
"14",-2,-1.20855401589167,0
"15",-2,-1.74093409534442,0
"16",-2,1.30026580054259,0
"17",-2,0.905981005770645,0
"18",-2,-0.445027660778009,0
"19",-2,1.79863145077548,0
"20",-2,1.5709537887801,0
"21",-2,2.39892152018644,0
"22",-2,2.05251346216171,0
"23",-2,1.24058331261089,0
"24",-2,0.955431205827543,0
"25",-2,1.52266829622843,0
"26",-2,1.85178634401133,0
"27",-2,1.98364282305732,0
"28",-2,0.754120599221453,0
"29",-2,-0.0674361559350365,0
"30",-2,2.70005183843878,0
"31",-2,2.6730539470112,0
"32",-2,1.7502565585317,0
"33",-2,1.15370614437362,0
"34",-2,1.42809723978661,0
"35",-2,-0.994720947001923,0
"36",-2,-0.0665689211605396,0
"37",-2,1.1025204472605,0
"38",-2,1.36808578213895,0
"39",-2,1.39050340954055,0
"40",-2,1.62275996664146,0
"41",-2,1.43297862611695,0
"42",-1,0.520735680059769,0
"43",-1,1.92152042257675,0
"44",-1,0.647589004302941,0
"45",-1,0.82030074541202,0
"46",-1,0.842943409801751,0
"47",-1,1.27886282037496,0
"48",-1,1.33318226427117,0
"49",-1,3.85664438622586,0
"50",0,3.08984056390445,0
"51",0,0.246895130516258,0
"52",0,4.64816519826433,0
"53",0,4.06044136713529,0
"54",0,2.60375548693715,0
"55",0,1.23720614807783,0
"56",0,3.24615588435855,0
"57",0,2.34892675830758,0
"58",0,4.18257930973374,0
"59",0,2.03909347878183,0
"60",0,1.90260613128376,0
"61",0,3.07416422561278,0
"62",0,3.1715696896805,0
"63",0,2.51068128120271,0
"64",0,3.91391834215803,0
"65",0,1.19972574598826,0
"66",0,0.726848222084588,0
"67",0,3.80979721750353,0
"68",0,3.47057470710936,0
"69",0,2.52217497987679,0
"70",0,4.2008117263234,0
"71",0,4.57034261508868,0
"72",0,4.36425707905281,0
"73",0,1.79033230839954,0
"74",0,4.00615437524439,0
"75",0,1.7476485424142,0
"76",0,3.68285783017817,0
"77",0,4.88071441792614,0
"78",0,6.17009310389371,0
"79",0,2.13284503751087,0
"80",0,3.87717727575331,0
"81",0,3.4732230460836,0
"82",0,3.97705212182566,0
"83",0,1.1880573192524,0
"84",0,5.18447697123214,0
"85",0,5.76293830511304,0
"86",0,4.10233585851685,1
"87",0,3.52601344231169,0
"88",0,6.18852344711677,0
"89",0,3.37498415777016,0
"90",0,4.75615285906986,0
"91",0,3.28770684650345,0
"92",0,3.67198765654561,0
"93",0,7.12915203282618,0
"94",0,5.69741669590078,0
"95",0,1.52002787199699,0
"96",0,3.27622745411551,0
"97",0,2.64781899251567,0
"98",0,3.81937769943563,0
"99",0,4.81091716322838,0
"100",0,4.70417694724526,0
"101",0,0.3498611615832,0
