"","score","rate","rate_bin"
"1",-2,0.384154740757055,0
"2",-2,2.34570086733285,0
"3",-2,1.01340802909843,0
"4",-2,0.827772916929209,0
"5",-2,1.70366774239546,0
"6",-2,2.54250796043883,0
"7",-2,2.2659076901186,0
"8",-2,2.40288181535233,0
"9",-2,2.53505725907892,0
"10",-2,1.08229588576732,0
"11",-2,-0.0896673540265014,0
"12",-2,-0.254766716249222,0
"13",-2,1.79702942998561,0
"14",-2,1.28985414721273,0
"15",-2,1.77681952759904,0
"16",-2,1.63555039517217,0
"17",-2,1.24240465691431,0
"18",-2,1.9015449073578,0
"19",-2,3.13771526993478,0
"20",-2,2.45986601860862,0
"21",-2,1.40033211728268,0
"22",-2,1.5886131070801,0
"23",-2,-0.0170670934247683,0
"24",-2,0.295496183546983,0
"25",-2,2.25098704518759,0
"26",-2,3.26269048438866,0
"27",-2,0.802922834069628,0
"28",-2,1.43571231257975,0
"29",-2,0.549319647155809,0
"30",-2,0.894274784207812,0
"31",-2,0.742830296297959,0
"32",-2,2.66721574978409,0
"33",-2,2.20131797524138,0
"34",-2,3.00952413621919,0
"35",-2,0.341046366033071,0
"36",-2,2.48112209972929,0
"37",-2,1.51785039086624,0
"38",-2,-0.548019957305992,0
"39",-2,0.633609008845217,0
"40",-2,1.82162948665606,0
"41",-2,-1.01648566857468,0
"42",-2,1.34985364143223,0
"43",-2,1.04479698977839,0
"44",-2,2.62703958084632,0
"45",-2,1.79832559357477,0
"46",-2,1.71021501766652,0
"47",-2,1.33681091888893,0
"48",-2,1.77913100107011,0
"49",-2,2.62755684664423,0
"50",-2,1.85022520220478,0
"51",-2,1.61661359047307,0
"52",-2,3.26044595339605,0
"53",-2,0.862316061273411,0
"54",-2,0.408027743233455,0
"55",-2,3.33638108837741,0
"56",-2,0.533886530333921,0
"57",-2,0.378206919566508,0
"58",-2,1.22617546708032,0
"59",-2,0.963446642158592,0
"60",-2,1.65532605960119,0
"61",-2,0.420174310983185,0
"62",-2,2.32141135676166,0
"63",-2,0.8021799076881,0
"64",-2,2.02939077422385,1
"65",-2,3.10136701599541,0
"66",-2,2.06479562451404,0
"67",-2,1.40039466648619,0
"68",-2,1.13767144847039,0
"69",-2,2.13071221837697,0
"70",-2,3.47570799351509,0
"71",-2,1.69240782339834,0
"72",-2,0.617757338759985,0
"73",-2,0.451431958036668,0
"74",-2,1.29232779530851,0
"75",-2,2.77251313538333,0
"76",-2,0.578068296253024,0
"77",-2,1.33831538004343,0
"78",-2,2.35682681391271,0
"79",-2,1.46439080523989,0
"80",-2,1.14749837492329,0
"81",-2,-0.246380263247616,0
"82",-2,0.747762024971188,0
"83",-1,1.99802267242157,0
"84",-1,2.32456117564836,0
"85",-1,1.69604838127806,0
"86",-1,4.0159235348512,0
"87",-1,2.85692056343829,0
"88",-1,1.26259697201513,0
"89",-1,3.21518434584947,0
"90",-1,2.08249816012299,0
"91",-1,1.61216061276433,0
"92",-1,2.58729267560953,0
"93",-1,3.48160210704436,0
"94",-1,2.69216498258379,0
"95",-1,1.6221749513671,0
"96",-1,1.87926140818913,0
"97",-1,2.66280202604022,0
"98",-1,-0.145494572634627,0
"99",-1,3.52387751395924,0
"100",0,4.5742605552896,0
"101",0,0.291975609025292,0
"102",0,0.317281778734407,0
"103",0,3.2708928424972,0
"104",0,3.98844407152861,0
"105",0,1.41923635520825,0
"106",0,5.14260960460334,0
"107",0,4.73112471946073,0
"108",0,2.07348624205024,0
"109",0,1.52698678015237,0
"110",0,2.82229732734266,0
"111",0,4.57371486034883,0
"112",0,6.15463155365763,0
"113",0,2.55043735781629,0
"114",0,2.8606696339978,0
"115",0,2.80583550124664,0
"116",0,2.65897786571663,0
"117",0,5.72922320526335,0
"118",0,5.15096775201763,0
"119",0,3.55989931906722,0
"120",0,2.06072681128529,0
"121",0,2.03886869415018,0
"122",0,6.20886111513533,0
"123",0,1.01656411025689,0
"124",0,5.13066980306846,0
"125",0,3.13554035991776,0
"126",0,3.16624587541111,0
"127",0,2.67755516535748,0
"128",0,0.208168369775155,0
"129",0,6.16294283846897,0
"130",0,4.06284789256219,0
"131",0,3.10897722343164,0
"132",0,1.24540816887799,0
"133",0,1.63304089193082,0
"134",0,4.66442400701131,1
"135",0,4.31037194547854,0
"136",0,2.91026391260761,0
"137",0,3.19965529258964,0
"138",0,5.09781462025126,0
"139",0,-0.544484056698638,0
"140",0,3.31186114684103,0
"141",0,1.27244076214556,0
"142",0,5.01931267593757,0
"143",0,0.963874712470314,0
"144",0,1.39280003052265,0
"145",0,3.20832214280552,0
"146",0,3.81884040308375,0
"147",0,5.6521522814497,0
"148",0,8.04435290833718,0
"149",0,3.81340336613176,0
"150",0,0.858365573192476,0
"151",0,-0.400999108722346,0
"152",0,1.14139732819316,0
"153",0,5.70766855712356,0
"154",0,2.60642642744296,0
"155",0,4.8368174442416,0
"156",0,4.59670884524867,0
"157",0,8.01994375330939,0
"158",0,3.98550647234644,0
"159",0,0.355265140737572,0
"160",0,2.3256114760083,0
"161",0,0.278834148150473,0
"162",0,4.8007570674332,0
"163",0,0.662934390854979,0
"164",0,4.85670693024088,0
"165",0,6.13742923051359,0
"166",0,5.65690858713603,0
"167",0,1.88715630937549,0
"168",0,5.44103292998101,0
"169",0,5.05064109690153,0
"170",0,3.81007576166536,0
"171",0,6.40790608104945,0
"172",0,4.50734225423897,0
"173",0,2.1402401161771,0
"174",0,-0.438440509184201,0
"175",0,7.55728807084238,0
"176",0,4.26970633364055,0
"177",0,-0.350463052615777,0
"178",0,2.39283179677192,0
"179",0,4.65384153224855,0
"180",0,1.12199011690449,0
"181",0,2.19189265960613,0
"182",0,3.784943252291,0
"183",0,3.94861419835027,0
"184",0,3.28007471168623,0
"185",0,-1.41396972060836,0
"186",0,3.48693225126564,0
"187",0,3.24422394665167,0
"188",0,6.56274302999172,0
"189",0,4.53349715054391,0
"190",0,4.00520900528254,0
"191",0,9.02030487085242,0
"192",0,0.662863476159028,0
"193",0,5.0418625829355,0
"194",0,3.15791393047348,0
"195",0,4.07868764363892,0
"196",0,3.50088207583729,0
"197",0,4.89832026512712,0
"198",0,4.51634431601948,0
"199",0,-0.256872136857788,0
"200",0,-1.38322350143161,0
"201",0,7.33510034234628,0
"202",0,1.9763550862929,0
"203",0,3.13316840423658,0
"204",0,3.82334637927221,0
"205",0,2.86640639960472,0
"206",0,7.99243792035044,0
"207",0,4.73854702643857,0
"208",0,3.27008777968795,0
"209",0,0.599607494062363,0
"210",0,1.46790830602991,0
"211",0,1.73491845660632,0
"212",0,0.408084320050279,0
"213",0,3.16009536686672,0
"214",0,2.00250179245657,0
"215",0,5.11545204001131,0
"216",0,0.343206360117941,1
"217",0,6.70809273842412,0
"218",0,4.85406922970482,0
"219",0,2.24475879829326,0
"220",0,2.62024338461904,0
"221",0,2.61702362102168,0
"222",0,4.93246359756558,0
"223",0,2.97614698158298,0
"224",0,2.21206847121407,0
"225",0,0.595541157094666,0
"226",0,4.94053411752607,0
"227",0,0.487845287822031,0
"228",0,2.9571816904337,0
"229",0,2.52733567565067,0
"230",0,4.78110730153016,0
"231",0,2.73296436921056,0
"232",0,3.86299527002006,0
"233",0,4.58700943426325,0
"234",0,2.09835851611927,0
"235",0,5.19174940879988,0
"236",0,3.76204420960363,0
"237",0,6.78889135443989,0
"238",0,3.25422184717652,0
"239",0,2.54587921983182,0
"240",0,7.09535704910532,0
"241",0,2.98649432127857,0
"242",0,4.70866537812582,0
"243",0,-0.0208239018739236,0
"244",0,2.19032603627326,0
"245",0,4.92927390007689,0
"246",0,-0.605975126038584,0
"247",0,5.69914515434454,0
"248",0,-1.02318050049093,0
"249",0,3.87032350393672,1
"250",0,0.811648543106986,0
"251",0,2.94336406366609,0
"252",0,1.70924076421545,0
"253",0,2.07278905899731,0
"254",0,2.73994909673603,0
"255",0,4.96024543538895,0
